uniqueid,farmid,Name_Availablity_Code,Telephone_Availablity_Code,address_Availablity_Code,crop_Availablity_Code,email_Availablity_Code,livestock_Availablity_Code,Crops_Name,LiveStock_name,state,city,zipcode,latitude,longitude,Owner_operator_type,rural_flag,total_farm_exact_acres
6560,F00000195700,1,1,1,1,NULL,NULL,"FORAGE,BARLEY",NULL,ME,MAPLETON,4757,46.6557,68.1759,,1,57
6567,F00000257910,1,1,1,1,NULL,1,,CATTLE,ME,MARS HILL,4758,46.5413,67.8411,,NULL,NULL
6591,F00000776210,1,NULL,1,1,1,1,"SOYBEAN,WHEAT,GRAIN,FORAGE,BERRIES,SEEDS,GRAIN PLUS,BARLEY",HOG,ME,MARS HILL,4758,46.5413,67.8411,,1,96
6597,F00000337800,1,1,1,1,1,NULL,"GRAIN,ROOTS TUBEROUS VEGETABLES,FORAGE,BRASSICAS VEGETABLES,GRAIN PLUS,BARLEY,APPLE",NULL,ME,BETHEL,4217,44.3718,70.8421,,1,1290
6617,F01000240922,1,NULL,1,1,NULL,NULL,"CORN,GRAIN,ROOTS TUBEROUS VEGETABLES,OATS,GRAIN PLUS,GRASS,BARLEY",NULL,ME,MONTICELLO,4760,46.31,67.8456,,NULL,1100
6650,F11000342426,1,NULL,1,1,1,1,,CATTLE,ME,SMYRNA MILLS,4780,46.1653,68.2383,,1,NULL
6668,F00000348600,1,1,1,1,NULL,NULL,RICE,NULL,ME,NEW SWEDEN,4762,46.9668,68.1186,,1,NULL
6674,F00000040020,1,NULL,1,1,NULL,NULL,GRASS,NULL,ME,OAKFIELD,4763,46.1057,68.0971,,NULL,NULL
6691,F21000801269,1,NULL,1,1,NULL,NULL,,NULL,ME,LINCOLN,4457,45.3335,68.5089,,NULL,3
6719,F21000530676,1,1,1,1,NULL,NULL,BARLEY,NULL,ME,PRESQUE ISLE,4769,46.6358,67.9882,,1,16
6732,F00000829010,1,1,1,1,NULL,NULL,"GRAIN,GRAIN PLUS",NULL,ME,PRESQUE ISLE,4769,46.6358,67.9882,,NULL,NULL
6760,F00000636600,1,1,1,1,NULL,NULL,WHEAT,NULL,ME,PRESQUE ISLE,4769,46.6358,67.9882,,1,115
19,F00000977721,NULL,NULL,1,1,NULL,NULL,"CORN,FORAGE,FRUITING AND FLOWERING VEGETABLE,BULB AND STEM VEGETABLES,TOBACCO,MELONS",NULL,MA,AMHERST,1002,42.3773,72.4671,,NULL,68
32,F90000257897,1,1,1,1,NULL,NULL,"OATS,FORAGE,FRUITING AND FLOWERING VEGETABLE,MELONS",NULL,MA,AMHERST,1002,42.3773,72.4671,,1,15
54,F21000410045,1,1,1,1,1,NULL,CORN,NULL,MA,BARRE,1005,42.4202,72.106,,1,23
65,F21000055842,1,1,1,1,1,NULL,,NULL,MA,BELCHERTOWN,1007,42.2771,72.4022,,1,NULL
82,F31000272202,1,NULL,1,1,NULL,NULL,ORGANIC FARMERS,NULL,MA,CHESTERFIELD,1012,42.39,72.8444,,NULL,NULL
97,F00000934311,1,1,1,1,1,NULL,"CORN,SOYBEAN,FORAGE,TREE FRUIT",NULL,MA,CUMMINGTON,1026,42.4538,72.924,,1,434
116,F00000538521,NULL,NULL,1,1,NULL,NULL,"FORAGE,FRUITING AND FLOWERING VEGETABLE,MELONS",NULL,MA,EASTHAMPTON,1027,42.2952,72.7431,,1,112
135,F01000039219,NULL,NULL,1,1,NULL,1,"FORAGE,BARLEY",DAIRY,MA,GILBERTVILLE,1031,42.3533,72.2125,,1,243
152,F21000945842,NULL,NULL,1,1,NULL,NULL,"CORN,FORAGE",NULL,MA,GRANVILLE,1034,42.0855,72.9568,,1,774
171,F00000076990,1,NULL,1,1,NULL,NULL,"CORN,ROOTS TUBEROUS VEGETABLES,FORAGE,FRUITING AND FLOWERING VEGETABLE,TOBACCO,BRASSICAS VEGETABLES,MELONS,HOME GARDEN",NULL,MA,HADLEY,1035,42.3561,72.5677,,1,NULL
196,F01000659949,1,1,1,1,NULL,NULL,BARLEY,NULL,MA,HADLEY,1035,42.3561,72.5677,,1,NULL
204,F21000063008,1,NULL,1,1,NULL,NULL,OATS,NULL,MA,HADLEY,1035,42.3561,72.5677,,1,867
217,F01000356888,NULL,NULL,1,1,NULL,NULL,"CORN,FRUITING AND FLOWERING VEGETABLE,MELONS",NULL,MA,HADLEY,1035,42.3561,72.5677,,1,192
263,F10000538966,1,NULL,1,1,1,NULL,OATS,NULL,MA,HATFIELD,1038,42.3856,72.6078,,NULL,NULL
273,F00000785721,NULL,NULL,1,1,NULL,NULL,"CORN,FORAGE",NULL,MA,HAYDENVILLE,1039,42.4048,72.6898,,1,64
303,F01000530996,1,1,1,1,1,NULL,"FORAGE,FRUITING AND FLOWERING VEGETABLE,TREE FRUIT,MELONS,HOME GARDEN",NULL,MA,MONSON,1057,42.089,72.3226,,1,102
316,F01000394730,1,NULL,1,1,NULL,NULL,COTTON,NULL,MA,FLORENCE,1062,42.3249,72.6582,,NULL,NULL
327,F31000660012,1,NULL,1,1,NULL,NULL,ORGANIC FARMERS,NULL,MA,FLORENCE,1062,42.3249,72.6582,,NULL,NULL
348,F00000821990,1,1,1,1,NULL,1,FORAGE,DAIRY,MA,PLAINFIELD,1070,42.5178,72.9242,,1,243
382,F00000720621,NULL,NULL,1,1,NULL,NULL,"CORN,ROOTS TUBEROUS VEGETABLES,FORAGE,BERRIES,FRUITING AND FLOWERING VEGETABLE,BULB AND STEM VEGETABLES,PODDED VEGETABLES,TREE FRUIT,BRASSICAS VEGETABLES,LEAFY AND SALAD VEGETABLES,MELONS",NULL,MA,SOUTHWICK,1077,42.055,72.7789,,1,NULL
402,F01000128252,1,NULL,1,1,1,NULL,"BERRIES,TREE FRUIT,HOME GARDEN",NULL,MA,WARE,1082,42.2735,72.2794,,1,NULL
416,F00000264231,NULL,NULL,1,1,NULL,1,"CORN,OATS,FORAGE,APPLE",DAIRY,MA,WESTFIELD,1085,42.1558,72.7734,,1,442
431,F00000167462,NULL,1,1,1,NULL,NULL,"WHEAT,GRAIN,FORAGE,GRAIN PLUS,GRASS",NULL,MA,WEST SPRINGFIELD,1089,42.125,72.6501,,NULL,1043
442,F90000417477,NULL,NULL,1,1,NULL,NULL,BARLEY,NULL,MA,WALES,1081,42.0621,72.2143,,1,166
488,F21000155450,1,1,1,1,NULL,NULL,TOBACCO,NULL,MA,SPRINGFIELD,1109,42.1176,72.5486,,NULL,NULL
526,F00000389721,NULL,NULL,1,1,NULL,1,"CORN,FORAGE",DAIRY,MA,CHESHIRE,1225,42.5613,73.1573,,1,231
540,F11000090785,NULL,NULL,1,1,NULL,NULL,SOYBEAN,NULL,MA,GREAT BARRINGTON,1230,42.1779,73.3332,,1,NULL
548,F00000439901,1,NULL,1,1,NULL,NULL,FORAGE,NULL,MA,LANESBOROUGH,1237,42.5714,73.2564,,NULL,96
570,F00000392811,NULL,NULL,1,1,NULL,NULL,WHEAT,NULL,MA,SANDISFIELD,1255,42.1051,73.1239,,1,6
606,F11000748082,1,1,1,1,NULL,NULL,POTATO,NULL,MA,TURNERS FALLS,1376,42.6364,72.5105,,NULL,NULL
623,F00000040811,1,NULL,1,1,NULL,NULL,FORAGE,NULL,MA,GREENFIELD,1301,42.629,72.6062,,1,23
640,F00000420621,NULL,NULL,1,1,NULL,NULL,WHEAT,NULL,MA,ASHFIELD,1330,42.5227,72.8242,,1,5000
653,F01000179066,1,1,1,1,1,NULL,"CORN,FORAGE,FRUITING AND FLOWERING VEGETABLE,MELONS,BARLEY",NULL,MA,ATHOL,1331,42.617,72.1846,,1,23
661,F00000516011,1,1,1,1,NULL,1,,SHEEP,MA,BERNARDSTON,1337,42.6986,72.5766,,1,4
679,F00000860821,NULL,NULL,1,1,NULL,NULL,CORN,NULL,MA,COLRAIN,1340,42.6891,72.7385,,1,5
702,F90000564421,1,1,1,1,NULL,NULL,CORN,NULL,MA,CONWAY,1341,42.5066,72.7087,,NULL,23
734,F31000504102,1,NULL,1,1,1,NULL,ORGANIC FARMERS,NULL,MA,GILL,1354,42.6787,72.4874,,1,NULL
748,F00000524721,NULL,1,1,1,NULL,1,"CORN,ALFALFA,ROOTS TUBEROUS VEGETABLES,FORAGE",DAIRY,MA,NORTHFIELD,1360,42.6676,72.4343,,1,1254
771,F00000127331,1,1,1,1,1,NULL,OATS,NULL,MA,CHARLEMONT,1339,42.6103,72.8956,,1,NULL
793,F11000665156,NULL,NULL,1,1,NULL,NULL,"ROOTS TUBEROUS VEGETABLES,FORAGE",NULL,MA,SOUTH DEERFIELD,1373,42.4698,72.6164,,1,21
6503,F11000856436,1,NULL,1,1,NULL,1,"OATS,GRASS,BARLEY",CATTLE,ME,MADAWASKA,4756,47.3172,68.2988,,1,48
6513,F00000727800,1,1,1,1,NULL,NULL,,NULL,ME,MADAWASKA,4756,47.3172,68.2988,,1,NULL
6543,F00000387210,1,NULL,1,1,1,1,"CORN,ROOTS TUBEROUS VEGETABLES,FORAGE,FRUITING AND FLOWERING VEGETABLE,BULB AND STEM VEGETABLES,PODDED VEGETABLES,MELONS","DAIRY,CATTLE",ME,MAPLETON,4757,46.6557,68.1759,,1,72
6559,F90000051116,NULL,NULL,1,1,NULL,NULL,"WHEAT,GRAIN,ROOTS TUBEROUS VEGETABLES,OATS,FORAGE,GRAIN PLUS,BARLEY",NULL,ME,MAPLETON,4757,46.6557,68.1759,,1,1000
6576,F00000076210,1,1,1,1,NULL,NULL,CORN,NULL,ME,MARS HILL,4758,46.5413,67.8411,,1,NULL
6589,F00000620710,1,NULL,1,1,NULL,NULL,"GRAIN,ALFALFA,ROOTS TUBEROUS VEGETABLES,OATS,FORAGE,BRASSICAS VEGETABLES,GRAIN PLUS,BARLEY",NULL,ME,MARS HILL,4758,46.5413,67.8411,,NULL,2087
6604,F00000872610,1,NULL,1,1,NULL,NULL,CORN,NULL,ME,MARS HILL,4758,46.5593,67.8532,,1,189
6630,F11000433177,1,1,1,1,1,NULL,GRASS,NULL,ME,MONTICELLO,4760,46.31,67.8456,,1,25
6643,F01000167341,1,NULL,1,1,NULL,NULL,WHEAT,NULL,ME,MONTICELLO,4760,46.31,67.8456,,1,34
6653,F00000516700,1,NULL,1,1,1,NULL,"GRASS,BARLEY",NULL,ME,NEW LIMERICK,4761,46.119,67.9726,,NULL,127
6663,F31000807502,NULL,1,1,1,NULL,NULL,ORGANIC FARMERS,NULL,ME,NEW SWEDEN,4762,46.9668,68.1186,,1,NULL
6684,F00000198910,1,1,1,1,NULL,1,"GRAIN,ROOTS TUBEROUS VEGETABLES,FORAGE,GRAIN PLUS,GRASS,BARLEY,APPLE","DAIRY,CATTLE",ME,PATTEN,4765,46.0685,68.6029,,1,780
6692,F11000845509,1,NULL,1,1,NULL,NULL,,NULL,ME,PERHAM,4766,46.8447,68.3357,,1,3
6716,F00000419340,NULL,NULL,1,1,NULL,NULL,CORN,NULL,ME,PRESQUE ISLE,4769,46.6358,67.9882,,NULL,189
6740,F00000930700,1,NULL,1,1,1,NULL,"CORN,ROOTS TUBEROUS VEGETABLES,FORAGE,BARLEY",NULL,ME,PRESQUE ISLE,4769,46.6358,67.9882,,1,81
6602,F01000691587,1,NULL,1,1,1,NULL,,NULL,ME,MARS HILL,4758,46.5413,67.8411,,1,NULL
6615,F00000146700,1,NULL,1,1,1,NULL,"OATS,GRASS,BARLEY",NULL,ME,HOULTON,4730,46.1163,67.9329,,NULL,23
6636,F00000129800,1,NULL,1,1,1,NULL,"CORN,SOYBEAN,GRAIN,ROOTS TUBEROUS VEGETABLES,FORAGE,GRAIN PLUS,BARLEY",NULL,ME,MONTICELLO,4760,46.31,67.8456,,1,530
6646,F00000899910,1,NULL,1,1,1,NULL,WHEAT,NULL,ME,NEW LIMERICK,4761,46.119,67.9726,,1,NULL
6658,F31000628802,1,NULL,1,1,NULL,NULL,ORGANIC FARMERS,NULL,ME,NEW SWEDEN,4762,46.9668,68.1186,,NULL,NULL
6678,F00000536110,1,NULL,1,1,NULL,NULL,"ROOTS TUBEROUS VEGETABLES,OATS,GRASS,BARLEY",NULL,ME,BANGOR,4401,44.8521,68.8311,,1,650
6688,F11000177989,1,1,1,1,NULL,NULL,,NULL,ME,PATTEN,4765,46.0685,68.6029,,1,NULL
6705,F00000361910,1,1,1,1,NULL,1,"BARLEY,APPLE",CATTLE,ME,PRESQUE ISLE,4769,46.6358,67.9882,,1,NULL
6725,F11000019384,1,1,1,1,NULL,NULL,CORN,NULL,ME,WINDHAM,4062,43.795,70.4037,,NULL,45
6748,F01000972881,1,1,1,1,1,NULL,"SOYBEAN,GRAIN,ROOTS TUBEROUS VEGETABLES,OATS,FORAGE,GRAIN PLUS,BARLEY",NULL,ME,PRESQUE ISLE,4769,46.6358,67.9882,,1,783
6758,F11000926487,1,1,1,1,NULL,NULL,,NULL,ME,PRESQUE ISLE,4769,46.6358,67.9882,,NULL,463
6772,F00000276610,1,1,1,1,NULL,NULL,RICE,NULL,ME,SAINT AGATHA,4772,47.231,68.343,,1,NULL
6792,F00000610740,NULL,NULL,1,1,NULL,NULL,"GRAIN,ROOTS TUBEROUS VEGETABLES,FORAGE,BRASSICAS VEGETABLES,SEEDS,GRAIN PLUS,GRASS",NULL,ME,SAINT AGATHA,4772,47.231,68.343,,1,508
6806,F00000728020,1,1,1,1,NULL,NULL,GRASS,NULL,ME,SAINT AGATHA,4772,47.231,68.343,,NULL,153
6828,F00000211020,1,NULL,1,1,1,NULL,"ROOTS TUBEROUS VEGETABLES,OATS,GRASS",NULL,ME,SAINT DAVID,4773,47.3188,68.2238,,1,802
6847,F00000693940,NULL,NULL,1,1,NULL,NULL,"ROOTS TUBEROUS VEGETABLES,OATS,FORAGE,GRASS,BARLEY",NULL,ME,SAINT DAVID,4773,47.3188,68.2238,,1,978
6855,F00000404940,NULL,NULL,1,1,NULL,1,"ROOTS TUBEROUS VEGETABLES,OATS,GRASS",CATTLE,ME,SAINT FRANCIS,4774,47.0918,69.0568,,1,127
6874,F11000355586,1,1,1,1,NULL,NULL,,NULL,ME,SHERMAN,4776,45.8047,68.2984,,1,21
6885,F00000051632,1,NULL,1,1,NULL,NULL,WHEAT,NULL,ME,SINCLAIR,4779,47.1619,68.2532,,1,9
6904,F00000393210,1,NULL,1,1,1,NULL,SOYBEAN,NULL,ME,WALLAGRASS,4781,47.1558,68.5775,,NULL,51
6912,F00000190910,1,1,1,1,NULL,NULL,GRASS,NULL,ME,WALLAGRASS,4781,47.1558,68.5775,,1,86
6926,F00000125210,1,NULL,1,1,NULL,NULL,"ROOTS TUBEROUS VEGETABLES,OATS,FORAGE,BARLEY",NULL,ME,VAN BUREN,4785,47.123,67.9773,,1,316
6930,F00000610310,1,NULL,1,1,NULL,NULL,"GRAIN,ROOTS TUBEROUS VEGETABLES,OATS,FORAGE,GRAIN PLUS",NULL,ME,VAN BUREN,4785,47.12,68.0358,,NULL,24
6942,F00000036110,1,1,1,1,NULL,NULL,CORN,NULL,ME,VAN BUREN,4785,47.123,67.9773,,1,NULL
6960,F00000113410,1,NULL,1,1,NULL,NULL,FORAGE,NULL,ME,VAN BUREN,4785,47.123,67.9773,,1,108
6973,F21000545257,1,1,1,1,NULL,NULL,TOBACCO,NULL,ME,VAN BUREN,4785,47.123,67.9773,,NULL,NULL
6983,F00000619800,1,1,1,1,NULL,NULL,BARLEY,NULL,ME,VAN BUREN,4785,47.123,67.9773,,1,99
7000,F00000895700,1,NULL,1,1,1,NULL,RICE,NULL,FL,PORT SAINT LUCIE,34952,27.2972,80.298,,NULL,33
7023,F01000141132,1,1,1,1,1,NULL,COTTON,NULL,ME,CAMDEN,4843,44.2288,69.0887,,NULL,NULL
7032,F11000123799,1,NULL,1,1,NULL,1,,CATTLE,ME,HOPE,4847,44.2567,69.1464,,1,7
7045,F00000261500,1,1,1,1,1,NULL,WHEAT,NULL,ME,LINCOLNVILLE,4849,44.313,69.0897,,1,NULL
7057,F31000051402,1,1,1,1,NULL,NULL,ORGANIC FARMERS,NULL,ME,NORTH HAVEN,4853,44.1539,68.865,,1,NULL
7104,F00000933910,1,1,1,1,1,NULL,"FORAGE,BERRIES,GRASS",NULL,ME,WARREN,4864,44.1308,69.2483,,1,96
7134,F00000365020,1,1,1,1,NULL,NULL,"CORN,GRASS",NULL,ME,WATERVILLE,4901,44.5354,69.581,,1,205
7140,F01000886569,1,NULL,1,1,NULL,1,FORAGE,"DAIRY,CATTLE",ME,ALBION,4910,44.5226,69.4499,,1,22
6410,F11000867458,1,1,1,1,NULL,NULL,"ROOTS TUBEROUS VEGETABLES,FORAGE",NULL,ME,FRENCHVILLE,4745,47.2794,68.3812,,1,121
6428,F01000467341,1,NULL,1,1,NULL,NULL,WHEAT,NULL,ME,MADAWASKA,4756,47.3172,-68.2988,,NULL,NULL
6437,F01000088307,1,1,1,1,1,NULL,COTTON,NULL,ME,ISLAND FALLS,4747,46.0051,68.2487,,1,NULL
6492,F00000366710,1,NULL,1,1,1,NULL,,NULL,ME,LIMESTONE,4750,46.9626,67.8576,,1,NULL
6524,F00000867510,1,1,1,1,NULL,NULL,,NULL,ME,MADAWASKA,4756,47.3172,68.2988,,1,NULL
6536,F00000200740,NULL,NULL,1,1,NULL,NULL,"SOYBEAN,GRAIN,ROOTS TUBEROUS VEGETABLES,OATS,FORAGE,SEEDS,GRAIN PLUS,GRASS,BARLEY",NULL,ME,MAPLETON,4757,46.6557,68.1759,,NULL,5000
6558,F00000086410,1,NULL,1,1,NULL,NULL,CORN,NULL,ME,MAPLETON,4757,46.6557,68.1759,,1,NULL
6575,F00000551900,1,1,1,1,1,NULL,"ROOTS TUBEROUS VEGETABLES,OATS,FORAGE,BARLEY",NULL,ME,MARS HILL,4758,46.5413,67.8411,,NULL,656
6750,F00000749020,1,1,1,1,NULL,NULL,,NULL,ME,PRESQUE ISLE,4769,46.6358,67.9882,,NULL,NULL
6763,F11000068887,1,1,1,1,NULL,NULL,GRASS,NULL,ME,SAINT AGATHA,4772,47.231,68.343,,1,20
6786,F00000969210,1,1,1,1,NULL,NULL,CORN,NULL,ME,SAINT AGATHA,4772,47.231,68.343,,1,668
6799,F01000278949,1,NULL,1,1,1,NULL,WHEAT,NULL,ME,SAINT AGATHA,4772,47.231,68.343,,NULL,NULL
6812,F11000535578,1,NULL,1,1,1,NULL,CORN,NULL,FL,BOCA RATON,33428,26.3486,80.2388,,NULL,8
6840,F00000762810,1,1,1,1,NULL,NULL,GRASS,NULL,ME,MADAWASKA,4756,47.3172,68.2988,,NULL,NULL
6851,F01000740922,NULL,NULL,1,1,NULL,NULL,"ROOTS TUBEROUS VEGETABLES,GRASS",NULL,ME,SAINT DAVID,4773,47.3188,68.2238,,1,465
6866,F00000588910,1,NULL,1,1,NULL,NULL,"GRAIN,BERRIES,GRAIN PLUS,GRASS,BARLEY",NULL,ME,SHERMAN,4776,45.8047,68.2984,,1,85
6877,F01000873044,1,1,1,1,NULL,NULL,CORN,NULL,ME,SHERMAN,4776,45.8047,68.2984,,NULL,NULL
6899,F00000595623,NULL,NULL,1,1,NULL,NULL,WHEAT,NULL,ME,SMYRNA MILLS,4780,46.1653,68.2383,,NULL,311
6907,F11000156329,1,NULL,1,1,NULL,NULL,,NULL,ME,WALLAGRASS,4781,47.1558,68.5775,,1,42
6921,F31000608202,1,1,1,1,1,NULL,ORGANIC FARMERS,NULL,ME,STOCKHOLM,4783,47.0545,68.2943,,1,NULL
6928,F00000099610,1,1,1,1,NULL,NULL,"OATS,BARLEY",NULL,ME,VAN BUREN,4785,47.123,67.9773,,1,45
6933,F31000578321,1,NULL,1,1,NULL,NULL,CORN,NULL,ME,VAN BUREN,4785,47.123,67.9773,,1,14
6955,F00000053700,1,1,1,1,1,1,,CATTLE,FL,ORLANDO,32828,28.5404,81.1664,,NULL,NULL
6967,F01000930818,1,NULL,1,1,NULL,NULL,"ROOTS TUBEROUS VEGETABLES,OATS,FORAGE,BARLEY",NULL,ME,VAN BUREN,4785,47.123,67.9773,,NULL,287
6977,F31000426591,NULL,NULL,1,1,NULL,NULL,CORN,NULL,ME,VAN BUREN,4785,47.123,67.9773,,1,NULL
6987,F90000479975,1,1,1,1,NULL,NULL,"OATS,FORAGE,BARLEY",NULL,ME,VAN BUREN,4785,47.123,67.9773,,NULL,178
7014,F00000382020,1,1,1,1,1,NULL,"GRAIN,ROOTS TUBEROUS VEGETABLES,OATS,FORAGE,SEEDS,GRAIN PLUS,BARLEY",NULL,ME,WASHBURN,4786,46.806,68.2216,,1,402
7028,F00000763700,1,1,1,1,1,NULL,TOBACCO,NULL,ME,HOPE,4847,44.2567,69.1464,,1,NULL
7035,F21000671794,1,1,1,1,NULL,NULL,TOBACCO,NULL,ME,HOPE,4847,44.2567,69.1464,,1,NULL
7047,F21000618503,1,1,1,1,1,NULL,GRASS,NULL,ME,LINCOLNVILLE,4849,44.313,69.0897,,1,63
7069,F00000975211,1,1,1,1,NULL,1,,"GOATS,SHEEP,CATTLE",ME,UNION,4862,44.2596,69.2573,,1,6
7114,F01000956275,1,NULL,1,1,1,NULL,WHEAT,NULL,ME,WATERVILLE,4901,44.5354,69.581,,NULL,NULL
7137,F00000823210,1,NULL,1,1,NULL,1,GRASS,"DAIRY,CATTLE",ME,WATERVILLE,4901,44.5354,69.581,,1,72
7151,F90000545165,1,1,1,1,1,1,"CORN,FORAGE","DAIRY,CATTLE",ME,ALBION,4910,44.5226,69.4499,,1,145
7172,F00000881954,1,1,1,1,1,1,"CORN,FORAGE,GRASS","DAIRY,GOATS,SHEEP,CATTLE",ME,ALBION,4910,44.5226,69.4499,,1,223
7189,F00000387800,1,NULL,1,1,NULL,NULL,"CORN,WHEAT",NULL,ME,ANSON,4911,44.7784,69.9606,,1,8
7210,F11000808082,1,1,1,1,NULL,1,,CATTLE,ME,BELFAST,4915,44.4453,69.0334,,NULL,NULL
7225,F70000893092,1,NULL,1,1,1,1,,SHEEP,ME,BELFAST,4915,44.4453,69.0334,,1,7
6578,F00000420710,1,1,1,1,NULL,NULL,CORN,NULL,ME,MARS HILL,4758,46.5413,67.8411,,NULL,NULL
6606,F00000805700,1,NULL,1,1,NULL,NULL,WHEAT,NULL,ME,MARS HILL,4758,46.5413,67.8411,,NULL,NULL
6626,F00000613050,NULL,1,1,1,NULL,1,"SOYBEAN,GRAIN,ROOTS TUBEROUS VEGETABLES,OATS,TREES,GRAIN PLUS,GRASS,BARLEY",CATTLE,ME,MONTICELLO,4760,46.31,67.8456,,1,1179
6631,F21000725099,1,1,1,1,NULL,NULL,GRASS,NULL,ME,MONTICELLO,4760,46.31,67.8456,,1,6
6639,F00000111250,NULL,NULL,1,1,NULL,NULL,GRASS,NULL,ME,MONTICELLO,4760,46.31,67.8456,,NULL,69
6651,F00000587640,NULL,1,1,1,NULL,NULL,"ROOTS TUBEROUS VEGETABLES,OATS,FORAGE,GRASS,BARLEY",NULL,ME,NEW LIMERICK,4761,46.119,67.9726,,NULL,1968
6677,F00000824610,1,NULL,1,1,1,NULL,GRASS,NULL,ME,OAKFIELD,4763,46.1057,68.0971,,NULL,39
6701,F01000994329,1,1,1,1,1,NULL,WHEAT,NULL,ME,PRESQUE ISLE,4769,46.6358,67.9882,,1,4
6712,F00000888110,1,NULL,1,1,1,NULL,CORN,NULL,ME,PRESQUE ISLE,4769,46.6358,67.9882,,NULL,75
6726,F21000751956,NULL,NULL,1,1,NULL,NULL,"ROOTS TUBEROUS VEGETABLES,OATS,FORAGE,BARLEY",NULL,ME,PRESQUE ISLE,4769,46.6358,67.9882,,1,916
6734,F00000259010,1,NULL,1,1,1,NULL,,NULL,ME,PRESQUE ISLE,4769,46.6358,67.9882,,1,41
6751,F21000643564,1,1,1,1,1,NULL,"FORAGE,BARLEY",NULL,ME,PRESQUE ISLE,4769,46.6358,67.9882,,1,96
6771,F00000659800,1,1,1,1,1,NULL,RICE,NULL,ME,SAINT AGATHA,4772,47.231,68.343,,1,NULL
6788,F00000714210,1,1,1,1,NULL,1,"OATS,GRASS,BARLEY",CATTLE,ME,SAINT AGATHA,4772,47.231,68.343,,1,47
6808,F00000895372,1,NULL,1,1,NULL,NULL,BARLEY,NULL,ME,SAINT AGATHA,4772,47.231,68.343,,1,22
6590,F11000395923,1,NULL,1,1,1,NULL,"FORAGE,BARLEY",NULL,ME,BLAINE,4734,46.4881,67.8268,,NULL,23
6612,F00000748210,1,1,1,1,NULL,1,"GRASS,BARLEY",CATTLE,ME,MONTICELLO,4760,46.31,67.8456,,1,131
6628,F00000567610,1,NULL,1,1,NULL,NULL,"OATS,GRASS",NULL,ME,MONTICELLO,4760,46.31,67.8456,,NULL,NULL
6635,F00000702610,1,1,1,1,1,NULL,"GRAIN,ROOTS TUBEROUS VEGETABLES,OATS,GRAIN PLUS,GRASS,BARLEY",NULL,ME,MONTICELLO,4760,46.31,67.8456,,1,234
6647,F00000543110,1,1,1,1,NULL,NULL,"CORN,SOYBEAN,OATS,BARLEY",NULL,ME,NEW LIMERICK,4761,46.119,67.9726,,1,83
6660,F00000486692,1,NULL,1,1,1,NULL,WHEAT,NULL,ME,NEW SWEDEN,4762,46.9668,68.1186,,1,NULL
6693,F00000442800,1,1,1,1,NULL,NULL,TREES,NULL,ME,PERHAM,4766,46.8447,68.3357,,1,46
6708,F01000022751,1,1,1,1,1,NULL,SOYBEAN,NULL,ME,PRESQUE ISLE,4769,46.6358,67.9882,,1,NULL
6715,F00000993210,1,NULL,1,1,NULL,NULL,BARLEY,NULL,ME,PRESQUE ISLE,4769,46.6358,67.9882,,NULL,NULL
6730,F11000937318,1,NULL,1,1,1,NULL,SUNFLOWER,NULL,ME,PRESQUE ISLE,4769,46.6358,67.9882,,1,49
6744,F00000480310,1,NULL,1,1,1,NULL,NUTS,NULL,ME,PRESQUE ISLE,4769,46.6358,67.9882,,1,25
6761,F00000708210,1,1,1,1,NULL,NULL,"ROOTS TUBEROUS VEGETABLES,FORAGE,BARLEY",NULL,ME,PRESQUE ISLE,4769,46.6358,67.9882,,NULL,72
6780,F00000152020,1,1,1,1,NULL,NULL,"ROOTS TUBEROUS VEGETABLES,OATS,GRASS",NULL,ME,SAINT AGATHA,4772,47.231,68.343,,1,617
6800,F01000378949,1,1,1,1,1,NULL,BARLEY,NULL,ME,SAINT AGATHA,4772,47.231,68.343,,NULL,NULL
6810,F00000412610,1,1,1,1,1,NULL,WHEAT,NULL,ME,SAINT AGATHA,4772,47.231,68.343,,1,49
6826,F01000143643,NULL,NULL,1,1,NULL,NULL,"ROOTS TUBEROUS VEGETABLES,OATS,GRASS",NULL,ME,SAINT DAVID,4773,47.3188,68.2238,,1,120
6843,F90000753755,1,1,1,1,NULL,NULL,"SOYBEAN,WHEAT,GRAIN,ROOTS TUBEROUS VEGETABLES,OATS,FORAGE,SEEDS,GRAIN PLUS,BARLEY",NULL,ME,WASHBURN,4786,46.806,68.2216,,1,312
6880,F00000192350,NULL,NULL,1,1,NULL,1,"CORN,BARLEY","DAIRY,CATTLE",ME,STACYVILLE,4777,45.87,68.5179,,1,7
6890,F11000036600,1,1,1,1,1,NULL,"GRASS,BARLEY",NULL,CO,ARVADA,80005,39.8516,105.131,,NULL,266
6914,F00000196600,1,1,1,1,NULL,NULL,GRASS,NULL,ME,WALLAGRASS,4781,47.1558,68.5775,,NULL,41
6953,F00000774510,1,1,1,1,NULL,NULL,WHEAT,NULL,ME,VAN BUREN,4785,47.123,67.9773,,1,NULL
6965,F00000404610,1,1,1,1,NULL,NULL,"FORAGE,BARLEY",NULL,ME,VAN BUREN,4785,47.123,67.9773,,1,192
6990,F50000089784,1,1,1,1,NULL,NULL,"CORN,OATS,BERRIES,FRUITING AND FLOWERING VEGETABLE,MELONS,GRASS",NULL,ME,VAN BUREN,4785,47.123,67.9773,,1,36
